source,target,relationship,sentiment,url,article_source,date
Emmanuel Macron,Europe,supports,NEUTRAL,https://www.france24.com/en/europe/20250301-macron-reopens-debate-on-european-nuclear-umbrella-after-trump-zelensky-showdown,french,2025-03-01
Emmanuel Macron,Olivier Grondeau,supports,NEUTRAL,https://www.france24.com/en/asia-pacific/20250320-iran-releases-french-citizen-olivier-grondeau-held-since-2022,french,2025-03-20
Marco Rubio,Sergey Lavrov,partners with,NEUTRAL,https://www.france24.com/en/live-news/20250316-top-us-and-russian-diplomats-discuss-next-steps-on-ukraine,french,2025-03-16
Iran,United States,opposes,HOSTILE,https://www.france24.com/en/live-news/20250331-khamenei-warns-of-strong-response-if-iran-attacked,french,2025-03-31
Donald Trump,Ukraine,opposes,HOSTILE,https://www.france24.com/en/europe/20250304-live-us-ukraine-zelensky-peace,french,2025-03-04
Volodymyr Zelensky,Russia,calls for a truce with,NEUTRAL,https://www.france24.com/en/europe/20250304-live-us-ukraine-zelensky-peace,french,2025-03-04
Emmanuel Macron,Ukraine,supports,NEUTRAL,https://www.france24.com/en/video/20250305-french-president-emmanuel-macron-to-deliver-speech-on-global-uncertainty,french,2025-03-05
Bundeswehr,Ostsee,operates in,NEUTRAL,https://www.zeit.de/news/2025-04/09/deutsche-heron-drohne-hat-ueber-ostsee-ersten-einsatz,german,2025-04-09
Nato,Ostsee,operates in,NEUTRAL,https://www.zeit.de/news/2025-04/09/deutsche-heron-drohne-hat-ueber-ostsee-ersten-einsatz,german,2025-04-09
Alexander Sollfrank,Operatives Führungskommandos der Bundeswehr,leads,NEUTRAL,https://www.zeit.de/news/2025-04/09/deutsche-heron-drohne-hat-ueber-ostsee-ersten-einsatz,german,2025-04-09
Nato,Baltic Sentry 2025,is involved in,NEUTRAL,https://www.zeit.de/news/2025-04/09/deutsche-heron-drohne-hat-ueber-ostsee-ersten-einsatz,german,2025-04-09
Thomas Mann,Adolf Hitler,opposes,HOSTILE,https://www.zeit.de/zeit-geschichte/2025/02/emigration-thomas-mann-usa-gegner-adolf-hitler-karriere,german,2025-04-12
Ekrem Imamoglu,Recep Tayyip Erdogan,opposes,HOSTILE,https://www.zeit.de/news/2025-04/11/tuerkei-imamoglu-sagt-bei-prozess-zu-bedrohungsvorwuerfen-aus,german,2025-04-11
Kritiker,Regierung,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/11/tuerkei-imamoglu-sagt-bei-prozess-zu-bedrohungsvorwuerfen-aus,german,2025-04-11
Saúl Lliuya,RWE,accuses,HOSTILE,https://www.zeit.de/news/2025-04/09/anden-bauer-gegen-rwe-entscheidung-auf-ende-mai-verschoben,german,2025-04-09
Christian Tischner,KZ Buchenwald,supports,FRIENDLY,https://www.zeit.de/news/2025-04/04/tischner-wuerdigt-gedenkstaetten-verbindlichere-schulbesuche,german,2025-04-04
Christian Tischner,Mittelbau-Dora,supports,FRIENDLY,https://www.zeit.de/news/2025-04/04/tischner-wuerdigt-gedenkstaetten-verbindlichere-schulbesuche,german,2025-04-04
Friedrich Merz,Vladimir Putin,accuses,HOSTILE,https://www.zeit.de/news/2025-04/13/merz-haelt-putin-schwere-kriegsverbrechen-in-der-ukraine-vor,german,2025-04-13
Vladimir Putin,Sumy,accuses,HOSTILE,https://www.zeit.de/news/2025-04/13/merz-haelt-putin-schwere-kriegsverbrechen-in-der-ukraine-vor,german,2025-04-13
Friedrich Merz,Ukraine,supports,NEUTRAL,https://www.zeit.de/news/2025-04/13/merz-haelt-putin-schwere-kriegsverbrechen-in-der-ukraine-vor,german,2025-04-13
Verein Aufarbeitung Kinderverschickungen NRW,Opfer,supports,NEUTRAL,https://www.zeit.de/zeit-verbrechen/2025/31/verschickungskinder-kurheime-missbrauch-versuche,german,2025-04-13
Landesregierung,Verein Aufarbeitung Kinderverschickungen NRW,opposes,HOSTILE,https://www.zeit.de/zeit-verbrechen/2025/31/verschickungskinder-kurheime-missbrauch-versuche,german,2025-04-13
CHP,Ekrem Imamoglu,supports,NEUTRAL,https://www.zeit.de/politik/2025-04/tuerkei-freilassung-demonstranten-ekrem-imamoglu,german,2025-04-11
Justiz,Ekrem Imamoglu,opposes,NEUTRAL,https://www.zeit.de/politik/2025-04/tuerkei-freilassung-demonstranten-ekrem-imamoglu,german,2025-04-11
Ekrem Imamoglu,Justiz,criticizes,HOSTILE,https://www.zeit.de/politik/2025-04/tuerkei-freilassung-demonstranten-ekrem-imamoglu,german,2025-04-11
Landesumweltministerium,Forschungsprojekt,supports,NEUTRAL,https://www.zeit.de/news/2025-04/11/experten-beraten-ueber-ameiseninvasion,german,2025-04-11
Bernd Mettenleiter,Städte und Gemeinden,supports,NEUTRAL,https://www.zeit.de/news/2025-04/11/experten-beraten-ueber-ameiseninvasion,german,2025-04-11
Republikaner,Professorinnen,accuses,HOSTILE,https://www.zeit.de/politik/ausland/2025-04/us-universitaeten-donald-trump-wissenschaft-forschung,german,2025-04-14
Shen Xiaomeng,Planeten,accuses,HOSTILE,https://www.zeit.de/news/2025-04/09/un-wir-muessen-an-der-wurzel-von-problemen-ansetzen,german,2025-04-09
Niko Kovac,FC Bayern München,criticizes,NEUTRAL,https://www.zeit.de/news/2025-04/11/vor-bayern-spiel-bvb-coach-fordert-ganz-andere-mentalitaet,german,2025-04-11
Niko Kovac,FC Barcelona,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/11/vor-bayern-spiel-bvb-coach-fordert-ganz-andere-mentalitaet,german,2025-04-11
Ursula von der Leyen,EU,leads,NEUTRAL,https://www.zeit.de/news/2025-04/14/eu-verschiebt-gegenzoelle-auf-us-produkte-auf-mitte-juli,german,2025-04-14
Donald Trump,EU,opposes,NEUTRAL,https://www.zeit.de/news/2025-04/14/eu-verschiebt-gegenzoelle-auf-us-produkte-auf-mitte-juli,german,2025-04-14
Maros Sefcovic,United States,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/14/eu-verschiebt-gegenzoelle-auf-us-produkte-auf-mitte-juli,german,2025-04-14
CDU Sachsen-Anhalt,CDU,supports,NEUTRAL,https://www.zeit.de/news/2025-04/17/cdu-im-land-befragt-mitglieder-nicht-zum-koalitionsvertrag,german,2025-04-17
Berliner CDU,Koalitionsvertrag,supports,NEUTRAL,https://www.zeit.de/news/2025-04/17/cdu-im-land-befragt-mitglieder-nicht-zum-koalitionsvertrag,german,2025-04-17
CSU,Koalitionsvertrag,supports,NEUTRAL,https://www.zeit.de/news/2025-04/17/cdu-im-land-befragt-mitglieder-nicht-zum-koalitionsvertrag,german,2025-04-17
Winfried Hermann,Grünen,represents,NEUTRAL,https://www.zeit.de/news/2025-04/16/minister-will-zusaetzliche-massnahmen-zum-klimaschutz-vorlegen,german,2025-04-16
Verbände,Landesregierung,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/16/minister-will-zusaetzliche-massnahmen-zum-klimaschutz-vorlegen,german,2025-04-16
Sachverständigenrat der Landesregierung,Landesregierung,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/16/minister-will-zusaetzliche-massnahmen-zum-klimaschutz-vorlegen,german,2025-04-16
Domenico Tedesco,Schalke,opposes,NEUTRAL,https://www.zeit.de/news/2025-04/15/medien-ex-coach-tedesco-erteilt-schalke-absage,german,2025-04-15
Matthias Tillmann,Domenico Tedesco,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/15/medien-ex-coach-tedesco-erteilt-schalke-absage,german,2025-04-15
Raúl,Schalke,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/15/medien-ex-coach-tedesco-erteilt-schalke-absage,german,2025-04-15
Peter Füssenich,Kletteraktionen,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/14/koelner-dombaumeister-verurteilt-fassaden-kletterer,german,2025-04-14
FC Bayern München,Borussia Dortmund,opposes,NEUTRAL,https://www.zeit.de/news/2025-04/13/kimmichs-forderung-muessen-erwachsener-spielen,german,2025-04-13
FC Bayern München,Bayer Leverkusen,opposes,NEUTRAL,https://www.zeit.de/news/2025-04/13/kimmichs-forderung-muessen-erwachsener-spielen,german,2025-04-13
FC Bayern München,Inter Mailand,opposes,NEUTRAL,https://www.zeit.de/news/2025-04/13/kimmichs-forderung-muessen-erwachsener-spielen,german,2025-04-13
Vincent Kompany,Borussia Dortmund,supports,FRIENDLY,https://www.zeit.de/news/2025-04/13/kimmichs-forderung-muessen-erwachsener-spielen,german,2025-04-13
Donald Trump,United States,opposes,HOSTILE,https://www.zeit.de/wirtschaft/unternehmen/2025-04/volkswagen-plus-audi-autos,german,2025-04-09
US-Regierung,Deutschland,criticizes,HOSTILE,https://www.zeit.de/2025/15/wissenschaft-usa-zusammenarbeit-deutschland-donald-trump,german,2025-04-11
Donald Trump,Nato,criticizes,HOSTILE,https://www.zeit.de/politik/ausland/2025-04/osteuropa-usa-militaer-abzug,german,2025-04-08
Joe Biden,Europa,supports,NEUTRAL,https://www.zeit.de/politik/ausland/2025-04/osteuropa-usa-militaer-abzug,german,2025-04-08
Iran,Israel,accuses,HOSTILE,https://www.zeit.de/news/2025-04/12/was-geschah-am-13-april,german,2025-04-12
Frederik Tiffels,Eisbären Berlin,represents,NEUTRAL,https://www.zeit.de/news/2025-04/16/eisbaeren-vor-del-finale-coolness-gegen-die-koelner-euphorie,german,2025-04-16
Serge Aubin,Kölner Haie,opposes,NEUTRAL,https://www.zeit.de/news/2025-04/16/eisbaeren-vor-del-finale-coolness-gegen-die-koelner-euphorie,german,2025-04-16
Jusos,Koalitionsvertrag,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/13/bayerische-jusos-gegen-koalitionsvertrag,german,2025-04-13
Benedict Lang,Koalitionsvertrag,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/13/bayerische-jusos-gegen-koalitionsvertrag,german,2025-04-13
CSU,Koalitionsvertrag,supports,NEUTRAL,https://www.zeit.de/news/2025-04/13/bayerische-jusos-gegen-koalitionsvertrag,german,2025-04-13
SPD,Koalitionsvertrag,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/13/bayerische-jusos-gegen-koalitionsvertrag,german,2025-04-13
Achim Post,Koalitionsvertrag,supports,FRIENDLY,https://www.zeit.de/news/2025-04/15/achim-post-wirbt-fuer-den-kompromiss-koalitionsvertrag,german,2025-04-15
Achim Post,CDU,supports,NEUTRAL,https://www.zeit.de/news/2025-04/15/achim-post-wirbt-fuer-den-kompromiss-koalitionsvertrag,german,2025-04-15
CDU,Koalitionsvertrag,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/15/achim-post-wirbt-fuer-den-kompromiss-koalitionsvertrag,german,2025-04-15
Markus Söder,Karnataka,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/14/magen-darm-csu-chef-soeder-muss-indienreise-abbrechen,german,2025-04-14
Bayern,Karnataka,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/14/magen-darm-csu-chef-soeder-muss-indienreise-abbrechen,german,2025-04-14
Markus Söder,Sunshine,supports,FRIENDLY,https://www.zeit.de/news/2025-04/14/magen-darm-csu-chef-soeder-muss-indienreise-abbrechen,german,2025-04-14
Freistaat Bayern,Sunshine,supports,FRIENDLY,https://www.zeit.de/news/2025-04/14/magen-darm-csu-chef-soeder-muss-indienreise-abbrechen,german,2025-04-14
Internationales Schifffahrtsbüro (IMB),Internationale Handelskammer (ICC),represents,NEUTRAL,https://www.zeit.de/news/2025-04/15/piraterie-auf-den-weltmeeren-hat-zugenommen,german,2025-04-15
Volker Waltmann,Deutschland,represents,NEUTRAL,https://www.zeit.de/zeit-magazin/wochenmarkt/2025-04/crottin-de-chavignol-ziegenkaese-salat-rezept-wochenmarkt,german,2025-04-04
Marco Rubio,Xenia Karelina,supports,NEUTRAL,https://www.zeit.de/politik/ausland/2025-04/russland-usa-gefangenenaustausch-xenia-karelina-arthur-petrow,german,2025-04-10
Donald Trump,Xenia Karelina,supports,NEUTRAL,https://www.zeit.de/politik/ausland/2025-04/russland-usa-gefangenenaustausch-xenia-karelina-arthur-petrow,german,2025-04-10
United States,Arthur Petrow,opposes,NEUTRAL,https://www.zeit.de/politik/ausland/2025-04/russland-usa-gefangenenaustausch-xenia-karelina-arthur-petrow,german,2025-04-10
Vladimir Putin,Xenia Karelina,endorses,NEUTRAL,https://www.zeit.de/politik/ausland/2025-04/russland-usa-gefangenenaustausch-xenia-karelina-arthur-petrow,german,2025-04-10
Joe Biden,Brittney Griner,supports,NEUTRAL,https://www.zeit.de/politik/ausland/2025-04/russland-usa-gefangenenaustausch-xenia-karelina-arthur-petrow,german,2025-04-10
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.zeit.de/politik/ausland/2025-04/russland-usa-gefangenenaustausch-xenia-karelina-arthur-petrow,german,2025-04-10
United States,Russland,partners with,NEUTRAL,https://www.zeit.de/politik/ausland/2025-04/russland-usa-gefangenenaustausch-xenia-karelina-arthur-petrow,german,2025-04-10
DIHK,Koalition,criticizes,NEUTRAL,https://www.zeit.de/news/2025-04/11/zahl-der-insolvenzen-steigt,german,2025-04-11
Kai Seefried,CDU,represents,NEUTRAL,https://www.zeit.de/wirtschaft/2025-04/lng-terminal-stade-erdgas-elbe-energie,german,2025-04-09
Kai Seefried,DET,criticizes,HOSTILE,https://www.zeit.de/wirtschaft/2025-04/lng-terminal-stade-erdgas-elbe-energie,german,2025-04-09
Olaf Lies,DET,supports,NEUTRAL,https://www.zeit.de/wirtschaft/2025-04/lng-terminal-stade-erdgas-elbe-energie,german,2025-04-09
HEH,DET,criticizes,HOSTILE,https://www.zeit.de/wirtschaft/2025-04/lng-terminal-stade-erdgas-elbe-energie,german,2025-04-09
Friedemann Hanke,Ministerium,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/14/seelower-hoehen-landkreis-verwundert-ueber-aussenamtsschreiben,german,2025-04-14
Annalena Baerbock,Ministerium,leads,NEUTRAL,https://www.zeit.de/news/2025-04/14/seelower-hoehen-landkreis-verwundert-ueber-aussenamtsschreiben,german,2025-04-14
Bundes,Tiefbauunternehmen,supports,NEUTRAL,https://www.zeit.de/news/2025-04/14/fuer-den-tiefbau-geht-es-nach-oben,german,2025-04-14
Donald Trump,Howard Lutnick,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/13/us-regierung-zoll-ausnahme-fuer-elektronik-nur-voruebergehend,german,2025-04-13
US-Regierung,China,opposes,HOSTILE,https://www.zeit.de/news/2025-04/13/us-regierung-zoll-ausnahme-fuer-elektronik-nur-voruebergehend,german,2025-04-13
Peking,US-Produkte,opposes,HOSTILE,https://www.zeit.de/news/2025-04/13/us-regierung-zoll-ausnahme-fuer-elektronik-nur-voruebergehend,german,2025-04-13
Donald Trump,US-Unternehmen,opposes,HOSTILE,https://www.zeit.de/news/2025-04/13/us-regierung-zoll-ausnahme-fuer-elektronik-nur-voruebergehend,german,2025-04-13
Ekrem Imamoglu,Recep Tayyip Erdogan,opposes,HOSTILE,https://www.zeit.de/news/2025-04/13/hunderte-menschen-bei-demo-gegen-erdogan-regierung-in-berlin,german,2025-04-13
Friedrich Merz,CDU,leads,NEUTRAL,https://www.zeit.de/news/2025-04/13/merz-will-asylbewerberzahl-unter-100-000-druecken,german,2025-04-13
Lars Klingbeil,Friedrich Merz,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/13/merz-will-asylbewerberzahl-unter-100-000-druecken,german,2025-04-13
Friedrich Merz,Österreich,partners with,NEUTRAL,https://www.zeit.de/news/2025-04/13/merz-will-asylbewerberzahl-unter-100-000-druecken,german,2025-04-13
"Sean ""Diddy"" Combs","Casandra ""Cassie"" Ventura",accuses,HOSTILE,https://www.zeit.de/gesellschaft/2025-04/missbrauchsvorwuerfe-sean-combs-plaediert-unschuldig,german,2025-04-15
"Casandra ""Cassie"" Ventura","Sean ""Diddy"" Combs",accuses,HOSTILE,https://www.zeit.de/gesellschaft/2025-04/missbrauchsvorwuerfe-sean-combs-plaediert-unschuldig,german,2025-04-15
Harvey Weinstein,Mimi Haleyi,accuses,HOSTILE,https://www.zeit.de/news/2025-04/14/klappe-die-zweite-weinstein-verfahren-wird-neu-aufgerollt,german,2025-04-14
Harvey Weinstein,Jessica Mann,accuses,HOSTILE,https://www.zeit.de/news/2025-04/14/klappe-die-zweite-weinstein-verfahren-wird-neu-aufgerollt,german,2025-04-14
Arnd Franz,Mahle,leads,NEUTRAL,https://www.zeit.de/news/2025-04/15/mahle-erneut-schwarze-zahlen-trotz-umsatzrueckgangs,german,2025-04-15
Mahle,Europa,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/15/mahle-erneut-schwarze-zahlen-trotz-umsatzrueckgangs,german,2025-04-15
Mahle,Nordamerika,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/15/mahle-erneut-schwarze-zahlen-trotz-umsatzrueckgangs,german,2025-04-15
Mahle,United States,criticizes,HOSTILE,https://www.zeit.de/news/2025-04/15/mahle-erneut-schwarze-zahlen-trotz-umsatzrueckgangs,german,2025-04-15
André Olveira-Lenz,Koalitionsvertrag,supports,FRIENDLY,https://www.zeit.de/news/2025-04/13/chemiebranche-schoepft-hoffnung-aus-koalitionsvertrag,german,2025-04-13
Björn Sucher,CDU,supports,FRIENDLY,https://www.zeit.de/news/2025-04/13/chemiebranche-schoepft-hoffnung-aus-koalitionsvertrag,german,2025-04-13
Björn Sucher,CSU,supports,FRIENDLY,https://www.zeit.de/news/2025-04/13/chemiebranche-schoepft-hoffnung-aus-koalitionsvertrag,german,2025-04-13
Björn Sucher,SPD,supports,FRIENDLY,https://www.zeit.de/news/2025-04/13/chemiebranche-schoepft-hoffnung-aus-koalitionsvertrag,german,2025-04-13
André Olveira-Lenz,EU,supports,FRIENDLY,https://www.zeit.de/news/2025-04/13/chemiebranche-schoepft-hoffnung-aus-koalitionsvertrag,german,2025-04-13
Donald Trump,Nike,criticizes,HOSTILE,https://www.zeit.de/wirtschaft/2025-04/zollstreit-sneaker-nike-modeindustrie-usa,german,2025-04-16
Gabriele Terland,BCG,represents,NEUTRAL,https://www.zeit.de/wirtschaft/2025-04/zollstreit-sneaker-nike-modeindustrie-usa,german,2025-04-16
