,source,target,relationship,sentiment,url,date
192,Donald Trump,gender-affirming care for minors,opposes,HOSTILE,https://www.nbcnews.com/nbc-out/out-politics-and-policy/trump-false-claims-schools-transgender-surgeries-rcna170217,2024-09-09
193,RT,Kostiantyn Kalashnikov,leads,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
194,RT,Elena Afanasyeva,leads,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
195,RT,Tenet Media,partners with,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
196,Tenet Media,Lauren Southern,partners with,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
197,Tenet Media,Tim Pool,partners with,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
198,Tenet Media,Tayler Hansen,partners with,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
199,Tenet Media,Matt Christiansen,partners with,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
200,Tenet Media,Dave Rubin,partners with,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
201,Tenet Media,Benny Johnson,partners with,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
202,Tim Pool,Donald Trump,supports,FRIENDLY,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
203,Dave Rubin,Mitch McConnell,criticizes,HOSTILE,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
204,Mitch McConnell,Ukraine,supports,FRIENDLY,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
205,Dave Rubin,Ukraine,criticizes,HOSTILE,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
206,Tim Pool,Ukraine,criticizes,HOSTILE,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
207,Tayler Hansen,Jan. 6 attack,represents,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
208,RT,Vladimir Putin,supports,FRIENDLY,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
209,RT,Donald Trump Jr.,partners with,NEUTRAL,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
210,Dave Rubin,Donald Trump,supports,FRIENDLY,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,2024-09-05
211,Donald Trump,Justice Department,supports,NEUTRAL,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
212,Donald Trump,Mark Zuckerberg,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
213,Donald Trump,Joe Biden,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
214,Donald Trump,Kamala Harris,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
215,Donald Trump,Nancy Pelosi,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
216,Donald Trump,Anthony Fauci,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
217,Donald Trump,Bill Gates,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
218,Donald Trump,Jack Smith,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
219,Donald Trump,Barack Obama,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
220,Donald Trump,Liz Cheney,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
221,Jeffrey Clark,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
222,Mike Davis,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
223,Mike Davis,Joe Biden,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
224,Mike Davis,Barack Obama,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
225,Mike Davis,Hillary Clinton,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
226,Mike Davis,George Soros,accuses,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
227,Donald Trump,Merrick Garland,opposes,HOSTILE,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
228,Gene Hamilton,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
229,Donald Trump,Jeff Sessions,partners with,NEUTRAL,https://www.nbcnews.com/investigations/trump-vows-prosecute-political-foes-others-corrupt-cheaters-rcna169292,2024-09-09
230,Donald Trump,Marjorie Taylor Greene,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
231,Donald Trump,Josh Hawley,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
232,Donald Trump,Thom Tillis,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
233,Donald Trump,Joni Ernst,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
234,Donald Trump,Bill Cassidy,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
235,Donald Trump,Cynthia Lummis,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
236,Donald Trump,Rand Paul,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
237,Donald Trump,Tim Burchett,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
238,Donald Trump,Jim Banks,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
239,Donald Trump,Elizabeth Warren,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
240,Elizabeth Warren,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
241,Donald Trump,Katie Britt,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
242,Katie Britt,Donald Trump,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
243,Republican,government-guaranteed health care,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
244,Marjorie Taylor Greene,government-mandated funding of IVF,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/donald-trump-plan-mandate-free-ivf-republicans-congress-opposition-rcna170327,2024-09-10
245,Donald Trump,Viktor Orbán,supports,NEUTRAL,https://www.npr.org/2024/09/10/nx-s1-5107967/viktor-orban-hungary-donald-trump-presidential-debate,2024-09-11
246,Viktor Orbán,Donald Trump,supports,FRIENDLY,https://www.npr.org/2024/09/10/nx-s1-5107967/viktor-orban-hungary-donald-trump-presidential-debate,2024-09-11
247,Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.npr.org/2024/09/10/nx-s1-5107967/viktor-orban-hungary-donald-trump-presidential-debate,2024-09-11
248,Donald Trump,Vladimir Putin,accuses,HOSTILE,https://www.npr.org/2024/09/10/nx-s1-5107967/viktor-orban-hungary-donald-trump-presidential-debate,2024-09-11
249,Vladimir Putin,Kamala Harris,supports,NEUTRAL,https://www.npr.org/2024/09/10/nx-s1-5107967/viktor-orban-hungary-donald-trump-presidential-debate,2024-09-11
250,Donald Trump,Yusef Salaam,criticizes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
251,Donald Trump,Raymond Santana,criticizes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
252,Donald Trump,Kevin Richardson,criticizes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
253,Donald Trump,Antron Brown,criticizes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
254,Donald Trump,Korey Wise,criticizes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
255,Yusef Salaam,Donald Trump,opposes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
256,Raymond Santana,Donald Trump,opposes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
257,Kevin Richardson,Donald Trump,opposes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
258,Antron Brown,Donald Trump,opposes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
259,Korey Wise,Donald Trump,opposes,HOSTILE,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
260,Yusef Salaam,Kamala Harris,supports,FRIENDLY,https://www.npr.org/2024/09/11/nx-s1-5108632/central-park-five-trump-debate,2024-09-11
261,Russia,U.S. influencers,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
262,Kostiantyn Kalashnikov,Elena Afanasyeva,partners with,NEUTRAL,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
263,Elena Afanasyeva,Tenet Media,leads,NEUTRAL,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
264,Kostiantyn Kalashnikov,Tenet Media,partners with,NEUTRAL,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
265,Merrick Garland,RT,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
266,Lauren Chen,Tenet Media,leads,NEUTRAL,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
267,Liam Donovan,Tenet Media,leads,NEUTRAL,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
268,Lauren Chen,BlazeTV,partners with,NEUTRAL,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
269,Lauren Chen,Turning Point USA,partners with,NEUTRAL,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
270,Kostiantyn Kalashnikov,Lauren Chen,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
271,Kostiantyn Kalashnikov,Benny Johnson,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
272,Kostiantyn Kalashnikov,Tim Pool,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
273,Kostiantyn Kalashnikov,James Rubin,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
274,Kostiantyn Kalashnikov,Lauren Southern,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
275,Elena Afanasyeva,Lauren Chen,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
276,Elena Afanasyeva,Benny Johnson,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
277,Elena Afanasyeva,Tim Pool,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
278,Elena Afanasyeva,James Rubin,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
279,Elena Afanasyeva,Lauren Southern,accuses,HOSTILE,https://www.npr.org/2024/09/05/nx-s1-5100829/russia-election-influencers-youtube,2024-09-05
280,Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
281,Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
282,NPR,Kamala Harris,criticizes,NEUTRAL,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
283,NPR,Donald Trump,criticizes,NEUTRAL,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
284,Kamala Harris,Joe Biden,partners with,NEUTRAL,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
285,Donald Trump,Kamala Harris,accuses,HOSTILE,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
286,Donald Trump,Joe Biden,accuses,HOSTILE,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
287,Kamala Harris,Joe Biden,supports,NEUTRAL,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
288,Joe Biden,Kamala Harris,partners with,NEUTRAL,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
289,Donald Trump,the Affordable Care Act,opposes,NEUTRAL,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,2024-09-11
290,Donald Trump,Department of Education,criticizes,HOSTILE,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
291,Kamala Harris,Department of Education,supports,FRIENDLY,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
292,Democratic Party,"free, universal preschool",supports,FRIENDLY,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
293,Republican Party,universal school choice,supports,FRIENDLY,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
294,Donald Trump,Elon Musk,partners with,NEUTRAL,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
295,Donald Trump,Project 2025,partners with,NEUTRAL,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
296,Project 2025,Department of Education,criticizes,HOSTILE,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
297,Karoline Leavitt,Donald Trump,represents,NEUTRAL,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
298,Donald Trump,local and state,supports,FRIENDLY,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
299,Kamala Harris,equitable districts,supports,FRIENDLY,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
300,Donald Trump,schools,opposes,HOSTILE,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
301,Kamala Harris,students,supports,FRIENDLY,https://www.npr.org/2024/09/08/nx-s1-5103698/trump-harris-election-platforms-education-views,2024-09-08
