source,target,relationship,sentiment,url,article_source,date,is_relevant
SPD,Justizministerium,represents,NEUTRAL,https://www.tagesschau.de/eilmeldung/einigung-koalitionsvertrag-union-spd-100.html,german,2025-04-09,1.0
CDU,CSU,partners with,NEUTRAL,https://www.tagesschau.de/eilmeldung/einigung-koalitionsvertrag-union-spd-100.html,german,2025-04-09,1.0
CDU,Innenministerium,represents,NEUTRAL,https://www.tagesschau.de/eilmeldung/einigung-koalitionsvertrag-union-spd-100.html,german,2025-04-09,1.0
CSU,CDU,partners with,NEUTRAL,https://www.tagesschau.de/eilmeldung/einigung-koalitionsvertrag-union-spd-100.html,german,2025-04-09,1.0
CDU,Auswärtige Amt,represents,NEUTRAL,https://www.tagesschau.de/eilmeldung/einigung-koalitionsvertrag-union-spd-100.html,german,2025-04-09,1.0
Friedrich Merz,SPD,criticizes,HOSTILE,https://www.tagesschau.de/eilmeldung/einigung-koalitionsvertrag-union-spd-100.html,german,2025-04-09,1.0
Alexander Dobrindt,Friedrich Merz,supports,NEUTRAL,https://www.tagesschau.de/eilmeldung/einigung-koalitionsvertrag-union-spd-100.html,german,2025-04-09,1.0
Anke Rehlinger,Welt-TV,represents,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/koalitionsverhandlungen-stand-100.html,german,2025-03-22,1.0
Friedrich Merz,Konstantin von Notz,criticizes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/koalitionsverhandlungen-stand-100.html,german,2025-03-22,1.0
Konstantin von Notz,Friedrich Merz,accuses,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/koalitionsverhandlungen-stand-100.html,german,2025-03-22,1.0
Michael Kretschmer,CDU,represents,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/koalitionsverhandlungen-stand-100.html,german,2025-03-22,1.0
Volker Wissing,Deutschlandticket,supports,FRIENDLY,https://www.tagesschau.de/inland/innenpolitik/koalitionsverhandlungen-stand-100.html,german,2025-03-22,1.0
Donald Trump,Nationen,supports,NEUTRAL,https://www.tagesschau.de/multimedia/sendung/tagesthemen/tt-11680.html,german,2025-04-09,1.0
Friedrich Merz,Union,represents,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/koalition-verhandlungen-naechste-runde-100.html,german,2025-03-28,1.0
Lars Klingbeil,SPD,leads,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/koalition-verhandlungen-naechste-runde-100.html,german,2025-03-28,1.0
Friedrich Merz,Deutschland,leads,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/koalition-verhandlungen-naechste-runde-100.html,german,2025-03-28,1.0
Union,SPD,opposes,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/koalition-verhandlungen-naechste-runde-100.html,german,2025-03-28,1.0
CDU,CSU,partners with,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/koalition-verhandlungen-naechste-runde-100.html,german,2025-03-28,1.0
Friedrich Merz,SPD,partners with,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/koalition-verhandlungen-naechste-runde-100.html,german,2025-03-28,1.0
Friedrich Merz,Lars Klingbeil,criticizes,HOSTILE,https://www.tagesschau.de/inland/merz-mindestlohnt-einkommenssteuer-100.html,german,2025-04-13,1.0
Friedrich Merz,SPD,opposes,HOSTILE,https://www.tagesschau.de/inland/merz-mindestlohnt-einkommenssteuer-100.html,german,2025-04-13,1.0
Union,SPD,partners with,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/vorratsdatenspeicherung-datenschutz-100.html,german,2025-04-12,1.0
Holger Münch,Bundesministerium,represents,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/vorratsdatenspeicherung-datenschutz-100.html,german,2025-04-12,1.0
SPD,Union,partners with,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/vorratsdatenspeicherung-datenschutz-100.html,german,2025-04-12,1.0
Wagenknecht,Mohamed Ali,partners with,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
BSW,Russland,supports,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
Wagenknecht,Russland,supports,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
Mohamed Ali,Russland,supports,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
Wagenknecht,Vladimir Putin,criticizes,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
Mohamed Ali,Donald Trump,criticizes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
Mohamed Ali,other parties,accuses,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
Mohamed Ali,BSW,supports,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
AfD,BSW,criticizes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/wagenknecht-russland-gas-100.html,german,2025-01-10,1.0
Jens Spahn,AfD,opposes,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/spahn-afd-normalisierung-faeser-100.html,german,2025-04-17,1.0
SPD,Jens Spahn,criticizes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/spahn-afd-normalisierung-faeser-100.html,german,2025-04-17,1.0
Bärbel Bas,Jens Spahn,criticizes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/spahn-afd-normalisierung-faeser-100.html,german,2025-04-17,1.0
Nancy Faeser,AfD,criticizes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/spahn-afd-normalisierung-faeser-100.html,german,2025-04-17,1.0
Matthias Miersch,Jens Spahn,criticizes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/spahn-afd-normalisierung-faeser-100.html,german,2025-04-17,1.0
Katja Mast,AfD,opposes,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/spahn-afd-normalisierung-faeser-100.html,german,2025-04-17,1.0
Roderich Kiesewetter,AfD,criticizes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/spahn-afd-normalisierung-faeser-100.html,german,2025-04-17,1.0
Manuela Schwesig,AfD,opposes,HOSTILE,https://www.tagesschau.de/inland/innenpolitik/spd-parteivorsitz-100.html,german,2025-04-08,1.0
SPD,CDU,partners with,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/spd-mitgliederentscheid-106.html,german,2025-04-17,1.0
Sigmar Gabriel,SPD,leads,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/spd-mitgliederentscheid-106.html,german,2025-04-17,1.0
Bundesverfassungsgericht,SPD,supports,NEUTRAL,https://www.tagesschau.de/inland/innenpolitik/spd-mitgliederentscheid-106.html,german,2025-04-17,1.0
Karl Lauterbach,Digitalagentur Gematik,leads,NEUTRAL,https://www.tagesschau.de/inland/gesellschaft/e-patientenakte-start-100.html,german,2025-04-15,1.0
Eva Högl,Bundeswehr,criticizes,NEUTRAL,https://www.tagesschau.de/inland/bundeswehr-bewerbungen-100.html,german,2025-04-17,1.0
Boris Pistorius,Bundeswehr,leads,NEUTRAL,https://www.tagesschau.de/inland/bundeswehr-bewerbungen-100.html,german,2025-04-17,1.0
Boris Pistorius,Union,partners with,NEUTRAL,https://www.tagesschau.de/inland/bundeswehr-bewerbungen-100.html,german,2025-04-17,1.0
Boris Pistorius,SPD,partners with,NEUTRAL,https://www.tagesschau.de/inland/bundeswehr-bewerbungen-100.html,german,2025-04-17,1.0
Rima Hassan,Hamas,supports,NEUTRAL,https://www.liberation.fr/politique/selon-rima-hassan-le-hamas-a-une-action-legitime-mais-elle-qualifie-neanmoins-les-massacres-du-7-octobre-de-crimes-de-guerre-20250227_IR6HZ7IDHRFH7PHEHOTWFE2YQU/,french,2025-02-27,1.0
David Lisnard,Rima Hassan,criticizes,HOSTILE,https://www.liberation.fr/politique/selon-rima-hassan-le-hamas-a-une-action-legitime-mais-elle-qualifie-neanmoins-les-massacres-du-7-octobre-de-crimes-de-guerre-20250227_IR6HZ7IDHRFH7PHEHOTWFE2YQU/,french,2025-02-27,1.0
David Lisnard,Hamas,accuses,HOSTILE,https://www.liberation.fr/politique/selon-rima-hassan-le-hamas-a-une-action-legitime-mais-elle-qualifie-neanmoins-les-massacres-du-7-octobre-de-crimes-de-guerre-20250227_IR6HZ7IDHRFH7PHEHOTWFE2YQU/,french,2025-02-27,1.0
Francois Bayrou,femmes,criticizes,HOSTILE,https://www.liberation.fr/societe/droits-des-femmes/8-mars-le-tweet-injuste-de-francois-bayrou-et-la-hierarchisation-des-causes-20250309_NAC46AKARJHERKQ6CREKC4NZ5Y/,french,2025-03-09,1.0
Friedrich Merz,SPD,opposes,HOSTILE,https://www.spiegel.de/politik/deutschland/news-regierung-spd-cdu-csu-friedrich-merz-afd-umfragen-groenland-armin-laschet-a-6599200a-30b4-43ad-87c4-9ea4f6ed6714,german,2025-04-07,1.0
AfD,CDU,opposes,NEUTRAL,https://www.spiegel.de/international/germany/right-wing-report-how-germanys-afd-intends-to-boost-its-influence-a-140fc377-8981-4411-9f31-78e4b267eb3f,german,2025-04-11,1.0
AfD,SPD,opposes,NEUTRAL,https://www.spiegel.de/international/germany/right-wing-report-how-germanys-afd-intends-to-boost-its-influence-a-140fc377-8981-4411-9f31-78e4b267eb3f,german,2025-04-11,1.0
SPD,Nadine Graßmel,represents,NEUTRAL,https://www.spiegel.de/international/germany/right-wing-report-how-germanys-afd-intends-to-boost-its-influence-a-140fc377-8981-4411-9f31-78e4b267eb3f,german,2025-04-11,1.0
Sigmar Gabriel,SPD,leads,NEUTRAL,https://www.spiegel.de/international/germany/right-wing-report-how-germanys-afd-intends-to-boost-its-influence-a-140fc377-8981-4411-9f31-78e4b267eb3f,german,2025-04-11,1.0
Matthias Quent,AfD,criticizes,NEUTRAL,https://www.spiegel.de/international/germany/right-wing-report-how-germanys-afd-intends-to-boost-its-influence-a-140fc377-8981-4411-9f31-78e4b267eb3f,german,2025-04-11,1.0
Armin Laschet,Annalena Baerbock,partners with,NEUTRAL,https://www.spiegel.de/politik/deutschland/news-des-tages-neuer-bundestag-chat-ueber-kriegsplaene-demonstrationen-in-der-tuerkei-a-a13d906c-7a79-495f-8a20-d644f4e513df,german,2025-03-25,1.0
Elon Musk,AfD,supports,NEUTRAL,https://www.spiegel.de/kultur/elon-musk-welt-meinungschefin-kuendigt-nach-gastbeitrag-mit-wahlwerbung-fuer-die-afd-a-2bd764a1-a0e9-4bf5-a854-b549a91a515f,german,2024-12-28,1.0
Jan Philipp Burgard,Elon Musk,criticizes,HOSTILE,https://www.spiegel.de/kultur/elon-musk-welt-meinungschefin-kuendigt-nach-gastbeitrag-mit-wahlwerbung-fuer-die-afd-a-2bd764a1-a0e9-4bf5-a854-b549a91a515f,german,2024-12-28,1.0
AfD,Deutschland,opposes,NEUTRAL,https://www.spiegel.de/kultur/elon-musk-welt-meinungschefin-kuendigt-nach-gastbeitrag-mit-wahlwerbung-fuer-die-afd-a-2bd764a1-a0e9-4bf5-a854-b549a91a515f,german,2024-12-28,1.0
CDU,Friedrich Merz,leads,NEUTRAL,https://www.spiegel.de/politik/friedrich-merz-soll-am-6-mai-zum-neuen-bundeskanzler-gewaehlt-werden-a-56a6f13c-7edb-4fab-b972-5626979fcf00,german,2025-04-12,1.0
Sahra Wagenknecht,BSW,leads,NEUTRAL,https://www.spiegel.de/politik/deutschland/bundestagswahl-2025-bsw-will-wahlergebnis-offenbar-juristisch-anfechten-a-0297d815-2e22-464f-bdd6-4c2cd4d0a840,german,2025-02-24,1.0
Sahra Wagenknecht,Wahl,criticizes,HOSTILE,https://www.spiegel.de/politik/deutschland/bundestagswahl-2025-bsw-will-wahlergebnis-offenbar-juristisch-anfechten-a-0297d815-2e22-464f-bdd6-4c2cd4d0a840,german,2025-02-24,1.0
CDU,SPD,partners with,NEUTRAL,https://www.spiegel.de/politik/freie-waehler-hubert-aiwanger-verteidigt-seinen-meinungswechsel-bei-votum-im-bundesrat-a-8c5794c1-9ca7-401e-9be4-64b213b0dc9f,german,2025-03-21,1.0
CDU,Grünen,partners with,NEUTRAL,https://www.spiegel.de/politik/freie-waehler-hubert-aiwanger-verteidigt-seinen-meinungswechsel-bei-votum-im-bundesrat-a-8c5794c1-9ca7-401e-9be4-64b213b0dc9f,german,2025-03-21,1.0
SPD,Grünen,partners with,NEUTRAL,https://www.spiegel.de/politik/freie-waehler-hubert-aiwanger-verteidigt-seinen-meinungswechsel-bei-votum-im-bundesrat-a-8c5794c1-9ca7-401e-9be4-64b213b0dc9f,german,2025-03-21,1.0
FDP,Linken,partners with,NEUTRAL,https://www.spiegel.de/politik/freie-waehler-hubert-aiwanger-verteidigt-seinen-meinungswechsel-bei-votum-im-bundesrat-a-8c5794c1-9ca7-401e-9be4-64b213b0dc9f,german,2025-03-21,1.0
Linken,BSW,partners with,NEUTRAL,https://www.spiegel.de/politik/freie-waehler-hubert-aiwanger-verteidigt-seinen-meinungswechsel-bei-votum-im-bundesrat-a-8c5794c1-9ca7-401e-9be4-64b213b0dc9f,german,2025-03-21,1.0
Görke,Linken-Bundestagsgruppe,leads,NEUTRAL,https://www.spiegel.de/politik/feiertagsdebatte-linke-will-versaeumte-feiertage-montags-nachholen-a-17232f88-9ac0-4f3d-a6e5-68fc5331b5c3,german,2025-01-09,1.0
Unternehmensverbände,Berlin,criticizes,HOSTILE,https://www.spiegel.de/politik/feiertagsdebatte-linke-will-versaeumte-feiertage-montags-nachholen-a-17232f88-9ac0-4f3d-a6e5-68fc5331b5c3,german,2025-01-09,1.0
Branchenverbänden,Union,supports,NEUTRAL,https://www.spiegel.de/wirtschaft/wohnungsbau-baubranche-kritisiert-koalition-wegen-fehlendem-fokus-auf-bezahlbare-wohnungen-a-fd5e9c80-1fdf-4bfd-8eb5-a9da0db83132,german,2025-03-13,1.0
Branchenverbänden,SPD,supports,NEUTRAL,https://www.spiegel.de/wirtschaft/wohnungsbau-baubranche-kritisiert-koalition-wegen-fehlendem-fokus-auf-bezahlbare-wohnungen-a-fd5e9c80-1fdf-4bfd-8eb5-a9da0db83132,german,2025-03-13,1.0
Söder,CSU,represents,NEUTRAL,https://www.spiegel.de/politik/deutschland/politischer-auftritt-markus-soeder-irritiert-mit-gags-bei-koalitionsvertrag-praesentation-a-f720437a-1ff4-4946-941a-ca24da554690,german,2025-04-10,1.0
Union,SPD,partners with,NEUTRAL,https://www.spiegel.de/politik/deutschland/politischer-auftritt-markus-soeder-irritiert-mit-gags-bei-koalitionsvertrag-praesentation-a-f720437a-1ff4-4946-941a-ca24da554690,german,2025-04-10,1.0
bayerische SPD,CSU,supports,NEUTRAL,https://www.spiegel.de/politik/freie-waehler-blockieren-finanzpaket-bayern-spd-bietet-csu-eine-koalition-an-a-628b5f4b-3ed8-4585-b9fd-1f824ff39a09,german,2025-03-16,1.0
Christian Dirschauer,Stefan Seidler,supports,FRIENDLY,https://www.spiegel.de/politik/deutschland/volt-ssw-freie-waehler-so-schnitten-kleinparteien-bei-der-bundestagswahl-ab-a-60693612-f605-4ca3-90ef-e378a71e1f8b,german,2025-02-24,1.0
Menschen,Stefan Seidler,supports,FRIENDLY,https://www.spiegel.de/politik/deutschland/volt-ssw-freie-waehler-so-schnitten-kleinparteien-bei-der-bundestagswahl-ab-a-60693612-f605-4ca3-90ef-e378a71e1f8b,german,2025-02-24,1.0
Nietzard,SPD,criticizes,HOSTILE,https://www.spiegel.de/politik/deutschland/jette-nietzard-polarisiert-mit-feministischem-rundumschlag-bitches-brauchen-gerechtigkeit-a-95131418-0228-41dc-88a1-188331fe54c7,german,2025-03-22,1.0
Nietzard,Union,criticizes,HOSTILE,https://www.spiegel.de/politik/deutschland/jette-nietzard-polarisiert-mit-feministischem-rundumschlag-bitches-brauchen-gerechtigkeit-a-95131418-0228-41dc-88a1-188331fe54c7,german,2025-03-22,1.0
Philipp Türmer,Koalitionsvertrag,criticizes,HOSTILE,https://www.spiegel.de/politik/spd-jugend-jusos-sprechen-sich-gegen-koalitionsvertrag-mit-cdu-csu-aus-a-ef74b1db-7a44-4fa7-95a7-5a9a25ec6ca1,german,2025-04-14,1.0
Jusos,Koalitionsvertrag,opposes,HOSTILE,https://www.spiegel.de/politik/spd-jugend-jusos-sprechen-sich-gegen-koalitionsvertrag-mit-cdu-csu-aus-a-ef74b1db-7a44-4fa7-95a7-5a9a25ec6ca1,german,2025-04-14,1.0
SPD,Union,partners with,NEUTRAL,https://www.spiegel.de/politik/spd-jugend-jusos-sprechen-sich-gegen-koalitionsvertrag-mit-cdu-csu-aus-a-ef74b1db-7a44-4fa7-95a7-5a9a25ec6ca1,german,2025-04-14,1.0
Friedrich Merz,Donald Trump,wants to speak with,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/regierungsbildung-koalitionsvertrag-union-spd-live,german,2025-04-10,1.0
Friedrich Merz,Europa,supports,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/regierungsbildung-koalitionsvertrag-union-spd-live,german,2025-04-10,1.0
Friedrich Merz,United States,wants to negotiate with,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/regierungsbildung-koalitionsvertrag-union-spd-live,german,2025-04-10,1.0
Friedrich Merz,EU,supports,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/regierungsbildung-koalitionsvertrag-union-spd-live,german,2025-04-10,1.0
Friedrich Merz,Bundestag,leads,NEUTRAL,https://www.zeit.de/politik/2025-04/friedrich-merz-bundeskanzler-wahl,german,2025-04-11,1.0
CDU,Auswärtige Amt,leads,NEUTRAL,https://www.zeit.de/politik/2025-04/friedrich-merz-bundeskanzler-wahl,german,2025-04-11,1.0
CDU,Wirtschaftsministerium,leads,NEUTRAL,https://www.zeit.de/politik/2025-04/friedrich-merz-bundeskanzler-wahl,german,2025-04-11,1.0
SPD,Finanzen,leads,NEUTRAL,https://www.zeit.de/politik/2025-04/friedrich-merz-bundeskanzler-wahl,german,2025-04-11,1.0
CSU,Inneres,leads,NEUTRAL,https://www.zeit.de/politik/2025-04/friedrich-merz-bundeskanzler-wahl,german,2025-04-11,1.0
CDU,Friedrich Merz,leads,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalitionsverhandlungen-einigung-koalitionsvertrag-union-spd,german,2025-04-09,1.0
SPD,Lars Klingbeil,leads,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalitionsverhandlungen-einigung-koalitionsvertrag-union-spd,german,2025-04-09,1.0
SPD,Saskia Esken,leads,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalitionsverhandlungen-einigung-koalitionsvertrag-union-spd,german,2025-04-09,1.0
CSU,Markus Söder,leads,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalitionsverhandlungen-einigung-koalitionsvertrag-union-spd,german,2025-04-09,1.0
Union,SPD,partners with,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalitionsverhandlungen-einigung-koalitionsvertrag-union-spd,german,2025-04-09,1.0
Union,Grünen,partners with,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalitionsverhandlungen-einigung-koalitionsvertrag-union-spd,german,2025-04-09,1.0
Markus Söder,Friedrich Merz,supports,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalition-einigung-union-spd-zukunft,german,2025-04-09,1.0
Friedrich Merz,Donald Trump,criticizes,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalition-einigung-union-spd-zukunft,german,2025-04-09,1.0
Christian Lindner,Olaf Scholz,supports,FRIENDLY,https://www.zeit.de/politik/deutschland/2025-04/koalition-einigung-union-spd-zukunft,german,2025-04-09,1.0
Saskia Esken,Lars Klingbeil,partners with,NEUTRAL,https://www.zeit.de/politik/deutschland/2025-04/koalition-einigung-union-spd-zukunft,german,2025-04-09,1.0
Friedrich Merz,Deutschland,leads,NEUTRAL,https://www.zeit.de/politik/2025-04/koalitionsvertrag-friedrich-merz-schwarz-rot-politikpodcast,german,2025-04-12,1.0
Markus Söder,Kanzleramt,partners with,NEUTRAL,https://www.zeit.de/politik/2025-04/koalitionsvertrag-friedrich-merz-schwarz-rot-politikpodcast,german,2025-04-12,1.0
Mariam Lau,Friedrich Merz,supports,NEUTRAL,https://www.zeit.de/politik/2025-04/koalitionsvertrag-friedrich-merz-schwarz-rot-politikpodcast,german,2025-04-12,1.0
Winfried Kretschmann,Friedrich Merz,supports,NEUTRAL,https://www.zeit.de/arbeit/2025-04/arbeitszeit-ueberstunden-vier-tage-woche-bundesregierung,german,2025-04-15,1.0
Friedrich Merz,Work-Life-Balance,criticizes,HOSTILE,https://www.zeit.de/arbeit/2025-04/arbeitszeit-ueberstunden-vier-tage-woche-bundesregierung,german,2025-04-15,1.0
Friedrich Merz,Arbeit,supports,FRIENDLY,https://www.zeit.de/arbeit/2025-04/arbeitszeit-ueberstunden-vier-tage-woche-bundesregierung,german,2025-04-15,1.0
Enzo Weber,Koalition,criticizes,NEUTRAL,https://www.zeit.de/arbeit/2025-04/arbeitszeit-ueberstunden-vier-tage-woche-bundesregierung,german,2025-04-15,1.0
Holger Schäfer,Wirtschaftspolitiker,supports,NEUTRAL,https://www.zeit.de/arbeit/2025-04/arbeitszeit-ueberstunden-vier-tage-woche-bundesregierung,german,2025-04-15,1.0
Donald Trump,The Skatoons,criticizes,HOSTILE,https://www.zeit.de/2025/16/anstand-politik-sitten-debattenkultur-diskurs,german,2025-04-15,1.0
Friedrich Merz,SPD,partners with,NEUTRAL,https://www.zeit.de/2025/16/anstand-politik-sitten-debattenkultur-diskurs,german,2025-04-15,1.0
